DBN,School Name,Year,Total Enrollment,Grade 3K+PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
27Q377,P.S. 377,2019-20,343,156,74,67,46,0,0,0,0,0,0,0,0,0,0,158,0.461,185,0.539,82,0.239,34,0.099,174,0.507,21,0.061,32,0.093,39,0.114,24,0.07,212,61.80%,52.00%
27Q400,August Martin High School,2019-20,374,0,0,0,0,0,0,0,0,0,0,120,113,77,64,155,0.414,219,0.586,48,0.128,232,0.62,65,0.174,23,0.061,6,0.016,86,0.23,19,0.051,314,84.00%,72.30%
27Q475,Richmond Hill High School,2019-20,"1,613",0,0,0,0,0,0,0,0,0,0,526,418,362,307,743,0.461,870,0.539,480,0.298,208,0.129,766,0.475,95,0.059,64,0.04,243,0.151,316,0.196,1303,80.80%,79.30%
27Q480,John Adams High School,2019-20,"2,492",0,0,0,0,0,0,0,0,0,0,748,646,595,503,"1,161",0.466,"1,331",0.534,920,0.369,621,0.249,801,0.321,72,0.029,78,0.031,344,0.138,306,0.123,1983,79.60%,77.50%
27Q650,"High School for Construction Trades, Engineering a",2019-20,"1,093",0,0,0,0,0,0,0,0,0,0,287,288,258,260,388,0.355,705,0.645,358,0.328,90,0.082,403,0.369,118,0.108,124,0.113,185,0.169,17,0.016,772,70.60%,55.80%
28Q008,J.H.S. 008 Richard S. Grossley,2019-20,447,0,0,0,0,0,0,0,176,142,129,0,0,0,0,222,0.497,225,0.503,88,0.197,172,0.385,145,0.324,39,0.087,3,0.007,98,0.219,54,0.121,386,86.40%,79.00%
28Q040,P.S. 040 Samuel Huntington,2019-20,375,34,54,58,50,55,70,54,0,0,0,0,0,0,0,192,0.512,183,0.488,69,0.184,175,0.467,110,0.293,4,0.011,17,0.045,75,0.2,47,0.125,329,87.70%,83.90%
28Q048,P.S. 048 William Wordsworth,2019-20,544,53,72,71,82,77,99,90,0,0,0,0,0,0,0,275,0.506,269,0.494,118,0.217,271,0.498,122,0.224,27,0.05,6,0.011,111,0.204,46,0.085,482,88.60%,83.00%
28Q050,P.S. 050 Talfourd Lawn Elementary School,2019-20,850,89,128,137,119,115,131,131,0,0,0,0,0,0,0,403,0.474,447,0.526,191,0.225,153,0.18,374,0.44,116,0.136,16,0.019,148,0.174,142,0.167,766,90.10%,76.70%
28Q054,P.S. 054 Hillside,2019-20,520,0,98,68,94,81,83,96,0,0,0,0,0,0,0,256,0.492,264,0.508,156,0.3,29,0.056,298,0.573,27,0.052,10,0.019,91,0.175,122,0.235,413,79.40%,82.10%
28Q055,P.S. 055 Maure,2019-20,500,71,79,64,73,71,75,67,0,0,0,0,0,0,0,258,0.516,242,0.484,211,0.422,46,0.092,122,0.244,114,0.228,7,0.014,79,0.158,49,0.098,384,76.80%,68.50%
28Q072,Catherine & Count Basie Middle School 72,2019-20,272,0,0,0,0,0,0,0,73,99,100,0,0,0,0,129,0.474,143,0.526,19,0.07,184,0.676,40,0.147,20,0.074,9,0.033,80,0.294,23,0.085,213,78.30%,77.40%
28Q080,PS 80  The Thurgood Marshall Magnet School of Mult,2019-20,473,36,71,68,60,66,74,98,0,0,0,0,0,0,0,249,0.526,224,0.474,12,0.025,375,0.793,48,0.101,26,0.055,12,0.025,101,0.214,15,0.032,360,76.10%,68.00%
28Q082,P.S. 082 Hammond,2019-20,612,0,90,101,108,106,103,104,0,0,0,0,0,0,0,300,0.49,312,0.51,144,0.235,32,0.052,407,0.665,20,0.033,9,0.015,106,0.173,199,0.325,490,80.10%,85.20%
28Q086,P.S. Q086,2019-20,774,36,131,123,112,108,112,152,0,0,0,0,0,0,0,373,0.482,401,0.518,437,0.565,44,0.057,248,0.32,27,0.035,18,0.023,104,0.134,216,0.279,612,79.10%,82.40%
28Q099,P.S. 099 Kew Gardens,2019-20,706,0,112,110,103,102,99,104,76,0,0,0,0,0,0,342,0.484,364,0.516,162,0.229,34,0.048,262,0.371,49,0.069,199,0.282,144,0.204,81,0.115,430,60.90%,54.90%
28Q101,P.S. 101 School in the Gardens,2019-20,680,18,117,120,106,106,102,111,0,0,0,0,0,0,0,328,0.482,352,0.518,204,0.3,25,0.037,126,0.185,62,0.091,263,0.387,108,0.159,23,0.034,106,15.60%,13.80%
28Q117,P.S. 117 J. Keld / Briarwood School,2019-20,926,66,132,135,155,162,116,160,0,0,0,0,0,0,0,421,0.455,505,0.545,309,0.334,87,0.094,358,0.387,44,0.048,128,0.138,166,0.179,148,0.16,598,64.60%,69.90%
28Q121,P.S. 121 Queens,2019-20,822,36,101,129,123,137,132,164,0,0,0,0,0,0,0,409,0.498,413,0.502,427,0.519,121,0.147,108,0.131,156,0.19,10,0.012,107,0.13,32,0.039,635,77.30%,63.10%
28Q139,P.S. 139 Rego Park,2019-20,708,0,127,108,119,110,119,125,0,0,0,0,0,0,0,344,0.486,364,0.514,177,0.25,18,0.025,200,0.282,29,0.041,284,0.401,101,0.143,158,0.223,449,63.40%,61.10%
28Q140,P.S. 140 Edward K Ellington,2019-20,442,29,65,83,69,70,64,62,0,0,0,0,0,0,0,206,0.466,236,0.534,33,0.075,289,0.654,98,0.222,14,0.032,8,0.018,90,0.204,24,0.054,382,86.40%,80.40%
28Q144,P.S. 144 Col Jeromus Remsen,2019-20,936,72,158,174,144,138,137,113,0,0,0,0,0,0,0,458,0.489,478,0.511,335,0.358,15,0.016,163,0.174,77,0.082,346,0.37,124,0.132,46,0.049,170,18.20%,20.90%
28Q157,J.H.S. 157 Stephen A. Halsey,2019-20,"1,687",0,0,0,0,0,0,0,547,560,544,36,0,0,0,842,0.499,845,0.501,406,0.241,136,0.081,393,0.233,67,0.04,685,0.406,240,0.142,135,0.08,908,53.80%,49.60%
28Q160,P.S. 160 Walter Francis Bishop,2019-20,600,68,89,91,72,96,101,83,0,0,0,0,0,0,0,292,0.487,308,0.513,83,0.138,259,0.432,150,0.25,98,0.163,10,0.017,105,0.175,63,0.105,500,83.30%,78.20%
28Q161,P.S. 161 Arthur Ashe School,2019-20,592,67,95,73,70,93,108,86,0,0,0,0,0,0,0,298,0.503,294,0.497,419,0.708,25,0.042,72,0.122,59,0.1,17,0.029,80,0.135,56,0.095,504,85.10%,70.90%
28Q167,Metropolitan Expeditionary Learning School,2019-20,824,0,0,0,0,0,0,0,129,129,120,123,116,104,103,390,0.473,434,0.527,161,0.195,130,0.158,333,0.404,66,0.08,134,0.163,163,0.198,21,0.025,557,67.60%,53.80%
28Q174,P.S. 174 William Sidney Mount,2019-20,661,32,108,110,110,93,110,98,0,0,0,0,0,0,0,322,0.487,339,0.513,243,0.368,20,0.03,165,0.25,38,0.057,195,0.295,71,0.107,77,0.116,224,33.90%,36.30%
28Q175,P.S. 175 The Lynn Gross Discovery School,2019-20,808,67,135,122,120,125,124,115,0,0,0,0,0,0,0,380,0.47,428,0.53,205,0.254,6,0.007,103,0.127,27,0.033,467,0.578,123,0.152,67,0.083,452,55.90%,52.00%
28Q182,P.S. 182 Samantha Smith,2019-20,679,18,114,100,112,99,114,122,0,0,0,0,0,0,0,331,0.487,348,0.513,187,0.275,74,0.109,388,0.571,18,0.027,12,0.018,127,0.187,255,0.376,Above 95%,Above 95%,83.00%
28Q190,J.H.S. 190 Russell Sage,2019-20,"1,126",0,0,0,0,0,0,0,349,381,396,0,0,0,0,557,0.495,569,0.505,382,0.339,84,0.075,305,0.271,51,0.045,304,0.27,149,0.132,108,0.096,497,44.10%,43.60%
28Q196,P.S. 196 Grand Central Parkway,2019-20,"1,063",18,177,203,181,159,169,156,0,0,0,0,0,0,0,543,0.511,520,0.489,411,0.387,18,0.017,120,0.113,73,0.069,441,0.415,141,0.133,58,0.055,257,24.20%,22.20%
28Q206,P.S. 206 The Horace Harding School,2019-20,571,33,102,88,96,93,87,72,0,0,0,0,0,0,0,280,0.49,291,0.51,154,0.27,57,0.1,162,0.284,21,0.037,177,0.31,71,0.124,137,0.24,411,72.00%,67.90%
28Q217,J.H.S. 217 Robert A. Van Wyck,2019-20,"1,710",0,0,0,0,0,0,0,563,570,577,0,0,0,0,782,0.457,928,0.543,559,0.327,214,0.125,790,0.462,76,0.044,71,0.042,287,0.168,282,0.165,1268,74.20%,77.20%
28Q220,P.S. 220 Edward Mandel,2019-20,671,36,99,98,109,110,113,106,0,0,0,0,0,0,0,329,0.49,342,0.51,216,0.322,35,0.052,171,0.255,23,0.034,226,0.337,69,0.103,149,0.222,474,70.60%,65.70%
28Q284,York Early College Academy,2019-20,639,0,0,0,0,0,0,0,90,89,96,94,97,92,81,350,0.548,289,0.452,165,0.258,321,0.502,65,0.102,83,0.13,5,0.008,78,0.122,3,0.005,475,74.30%,52.00%
28Q287,The Emerson School,2019-20,359,0,0,0,0,0,0,0,136,122,101,0,0,0,0,160,0.446,199,0.554,90,0.251,147,0.409,93,0.259,23,0.064,6,0.017,78,0.217,51,0.142,300,83.60%,82.40%
28Q303,The Academy for Excellence through the Arts,2019-20,283,36,98,45,41,43,20,0,0,0,0,0,0,0,0,139,0.491,144,0.509,93,0.329,13,0.046,57,0.201,14,0.049,106,0.375,33,0.117,1,0.004,59,20.80%,22.00%
28Q310,Queens Collegiate: A College Board School,2019-20,672,0,0,0,0,0,0,0,91,90,90,100,98,105,98,347,0.516,325,0.484,189,0.281,279,0.415,128,0.19,65,0.097,11,0.016,99,0.147,59,0.088,587,87.40%,72.90%
28Q312,Jamaica Children's School,2019-20,237,0,45,43,34,39,45,31,0,0,0,0,0,0,0,107,0.451,130,0.549,12,0.051,147,0.62,58,0.245,13,0.055,7,0.03,74,0.312,24,0.101,207,87.30%,82.00%
28Q325,Hillside Arts & Letters Academy,2019-20,452,0,0,0,0,0,0,0,0,0,0,116,116,104,116,249,0.551,203,0.449,87,0.192,186,0.412,138,0.305,31,0.069,10,0.022,84,0.186,56,0.124,319,70.60%,71.90%
28Q328,High School for Community Leadership,2019-20,456,0,0,0,0,0,0,0,0,0,0,114,114,128,100,207,0.454,249,0.546,107,0.235,149,0.327,137,0.3,39,0.086,24,0.053,73,0.16,61,0.134,322,70.60%,68.20%
28Q332,Redwood Middle School,2019-20,273,0,0,0,0,0,0,0,98,100,75,0,0,0,0,121,0.443,152,0.557,33,0.121,193,0.707,23,0.084,18,0.066,6,0.022,61,0.223,11,0.04,170,62.30%,64.60%
28Q335,The Ezra Jack Keats Pre-K Center,2019-20,249,249,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0.482,129,0.518,89,0.357,14,0.056,98,0.394,33,0.133,15,0.06,24,0.096,0,0,137,55.00%,60.60%
28Q338,Queens Satellite High School for Opportunity,2019-20,214,0,0,0,0,0,0,0,0,0,0,29,48,69,68,81,0.379,133,0.621,29,0.136,100,0.467,68,0.318,8,0.037,9,0.042,22,0.103,12,0.056,180,84.10%,75.30%
28Q349,The Queens School for Leadership and Excellence,2019-20,520,36,78,104,103,99,100,0,0,0,0,0,0,0,0,266,0.512,254,0.488,224,0.431,81,0.156,193,0.371,13,0.025,9,0.017,70,0.135,101,0.194,448,86.20%,79.20%
28Q350,Jamaica Gateway to the Sciences,2019-20,483,0,0,0,0,0,0,0,0,0,0,136,123,118,106,234,0.484,249,0.516,165,0.342,168,0.348,84,0.174,50,0.104,16,0.033,68,0.141,44,0.091,348,72.00%,69.20%
28Q354,The Jermaine L. Green STEM Institute of Queens,2019-20,533,23,77,81,88,84,88,92,0,0,0,0,0,0,0,259,0.486,274,0.514,10,0.019,436,0.818,51,0.096,32,0.06,4,0.008,92,0.173,15,0.028,422,79.20%,71.00%
28Q358,M.S. 358,2019-20,362,0,0,0,0,0,0,0,103,131,128,0,0,0,0,181,0.5,181,0.5,96,0.265,87,0.24,157,0.434,17,0.047,5,0.014,73,0.202,56,0.155,313,86.50%,78.80%
28Q440,Forest Hills High School,2019-20,"3,705",0,0,0,0,0,0,0,0,0,0,"1,028",916,906,855,"1,883",0.508,"1,822",0.492,898,0.242,246,0.066,"1,359",0.367,134,0.036,"1,068",0.288,626,0.169,334,0.09,2787,75.20%,60.90%
28Q505,Hillcrest High School,2019-20,"3,091",0,0,0,0,0,0,0,0,0,0,915,833,682,661,"1,543",0.499,"1,548",0.501,985,0.319,797,0.258,"1,063",0.344,155,0.05,91,0.029,361,0.117,532,0.172,2546,82.40%,76.00%
28Q620,Thomas A. Edison Career and Technical Education Hi,2019-20,"2,224",0,0,0,0,0,0,0,0,0,0,565,597,577,485,819,0.368,"1,405",0.632,"1,084",0.487,391,0.176,510,0.229,157,0.071,82,0.037,314,0.141,53,0.024,1629,73.20%,61.70%
28Q680,Queens Gateway to Health Sciences Secondary School,2019-20,694,0,0,0,0,0,0,0,93,86,94,119,113,97,92,377,0.543,317,0.457,363,0.523,161,0.232,65,0.094,74,0.107,31,0.045,90,0.13,6,0.009,405,58.40%,56.90%
28Q686,Queens Metropolitan High School,2019-20,"1,144",0,0,0,0,0,0,0,0,0,0,306,286,256,296,569,0.497,575,0.503,112,0.098,45,0.039,505,0.441,12,0.01,470,0.411,212,0.185,47,0.041,653,57.10%,47.50%
28Q687,Queens High School for the Sciences at York Colleg,2019-20,480,0,0,0,0,0,0,0,0,0,0,112,126,129,113,212,0.442,268,0.558,397,0.827,19,0.04,19,0.04,25,0.052,20,0.042,1,0.002,0,0,297,61.90%,50.60%
28Q690,High School for Law Enforcement and Public Safety,2019-20,395,0,0,0,0,0,0,0,0,0,0,104,124,92,75,202,0.511,193,0.489,60,0.152,210,0.532,103,0.261,16,0.041,6,0.015,86,0.218,26,0.066,308,78.00%,72.50%
28Q896,"Young Women's Leadership School, Queens",2019-20,560,0,0,0,0,0,0,0,79,90,84,88,84,66,69,560,1,0,0,218,0.389,214,0.382,68,0.121,44,0.079,16,0.029,82,0.146,10,0.018,405,72.30%,61.70%
29Q015,P.S. 015 Jackie Robinson,2019-20,392,24,58,68,58,68,59,57,0,0,0,0,0,0,0,199,0.508,193,0.492,8,0.02,332,0.847,41,0.105,10,0.026,1,0.003,62,0.158,15,0.038,282,71.90%,69.20%
29Q033,P.S. 033 Edward M. Funk,2019-20,945,36,150,145,143,157,158,156,0,0,0,0,0,0,0,454,0.48,491,0.52,482,0.51,131,0.139,218,0.231,77,0.081,37,0.039,131,0.139,135,0.143,710,75.10%,61.90%
29Q034,P.S. 034 John Harvard,2019-20,572,36,79,98,89,78,105,87,0,0,0,0,0,0,0,285,0.498,287,0.502,78,0.136,361,0.631,103,0.18,23,0.04,7,0.012,81,0.142,64,0.112,507,88.60%,71.10%
29Q035,P.S. 035 Nathaniel Woodhull,2019-20,691,36,105,120,104,100,131,95,0,0,0,0,0,0,0,326,0.472,365,0.528,213,0.308,217,0.314,174,0.252,66,0.096,21,0.03,103,0.149,107,0.155,558,80.80%,73.60%
29Q036,P.S. 036 Saint Albans School,2019-20,357,13,46,62,66,51,55,64,0,0,0,0,0,0,0,168,0.471,189,0.529,6,0.017,278,0.779,58,0.162,14,0.039,1,0.003,75,0.21,19,0.053,254,71.10%,72.20%
29Q037,Cynthia Jenkins School,2019-20,353,28,40,38,52,57,65,73,0,0,0,0,0,0,0,165,0.467,188,0.533,12,0.034,300,0.85,35,0.099,6,0.017,0,0,73,0.207,16,0.045,289,81.90%,75.90%
29Q038,P.S. 038 Rosedale,2019-20,269,0,42,37,47,61,41,41,0,0,0,0,0,0,0,132,0.491,137,0.509,8,0.03,222,0.825,30,0.112,3,0.011,6,0.022,42,0.156,12,0.045,182,67.70%,50.90%
29Q052,P.S. 052 Queens,2019-20,376,34,48,50,62,57,59,66,0,0,0,0,0,0,0,178,0.473,198,0.527,12,0.032,272,0.723,65,0.173,14,0.037,13,0.035,83,0.221,33,0.088,307,81.60%,77.60%
29Q059,I.S. 059 Springfield Gardens,2019-20,577,0,0,0,0,0,0,0,185,197,195,0,0,0,0,284,0.492,293,0.508,8,0.014,519,0.899,35,0.061,12,0.021,3,0.005,110,0.191,23,0.04,393,68.10%,65.90%
29Q095,P.S. 095 Eastwood,2019-20,"1,435",0,231,231,232,240,245,256,0,0,0,0,0,0,0,727,0.507,708,0.493,596,0.415,149,0.104,586,0.408,85,0.059,19,0.013,174,0.121,308,0.215,1052,73.30%,77.40%
29Q109,Jean Nuzzi Intermediate School,2019-20,"1,175",0,0,0,0,0,0,0,391,410,374,0,0,0,0,555,0.472,620,0.528,354,0.301,482,0.41,222,0.189,80,0.068,37,0.031,187,0.159,84,0.071,779,66.30%,59.90%
29Q116,P.S./I.S. 116 William C. Hughley,2019-20,827,48,98,100,109,75,75,88,79,79,76,0,0,0,0,415,0.502,412,0.498,85,0.103,380,0.459,324,0.392,28,0.034,10,0.012,160,0.193,190,0.23,640,77.40%,81.50%
29Q118,P.S. 118 Lorraine Hansberry,2019-20,427,32,69,64,62,75,60,65,0,0,0,0,0,0,0,217,0.508,210,0.492,37,0.087,290,0.679,74,0.173,17,0.04,9,0.021,72,0.169,43,0.101,300,70.30%,72.60%
29Q131,P.S. 131 Abigail Adams,2019-20,703,0,103,111,96,133,130,130,0,0,0,0,0,0,0,365,0.519,338,0.481,536,0.762,28,0.04,81,0.115,16,0.023,42,0.06,99,0.141,98,0.139,637,90.60%,67.10%
29Q132,P.S. 132 Ralph Bunche,2019-20,323,25,41,50,54,47,52,54,0,0,0,0,0,0,0,140,0.433,183,0.567,5,0.015,287,0.889,26,0.08,3,0.009,2,0.006,71,0.22,12,0.037,236,73.10%,60.00%
29Q134,P.S. 134 Hollis,2019-20,322,22,52,59,46,40,45,58,0,0,0,0,0,0,0,176,0.547,146,0.453,34,0.106,217,0.674,60,0.186,9,0.028,2,0.006,49,0.152,45,0.14,260,80.70%,76.50%
29Q135,The Bellaire School,2019-20,882,66,127,145,139,126,130,149,0,0,0,0,0,0,0,425,0.482,457,0.518,328,0.372,203,0.23,183,0.207,134,0.152,34,0.039,167,0.189,130,0.147,533,60.40%,62.00%
29Q136,P.S. 136 Roy Wilkins,2019-20,507,33,68,71,81,89,88,77,0,0,0,0,0,0,0,242,0.477,265,0.523,19,0.037,425,0.838,48,0.095,7,0.014,8,0.016,72,0.142,33,0.065,386,76.10%,71.10%
29Q138,P.S./M.S. 138 Sunrise,2019-20,623,39,43,44,46,50,60,55,80,97,109,0,0,0,0,309,0.496,314,0.504,31,0.05,470,0.754,79,0.127,23,0.037,20,0.032,108,0.173,43,0.069,472,75.80%,66.50%
29Q147,P.S./M.S. 147 Ronald McNair,2019-20,559,18,45,48,61,46,55,52,73,88,73,0,0,0,0,263,0.47,296,0.53,10,0.018,472,0.844,57,0.102,12,0.021,8,0.014,118,0.211,36,0.064,368,65.80%,59.90%
29Q156,P.S. 156 Laurelton,2019-20,197,11,25,23,21,25,40,52,0,0,0,0,0,0,0,87,0.442,110,0.558,5,0.025,168,0.853,16,0.081,5,0.025,3,0.015,27,0.137,17,0.086,126,64.00%,59.80%
29Q176,P.S. 176 Cambria Heights,2019-20,723,44,111,126,128,117,99,98,0,0,0,0,0,0,0,372,0.515,351,0.485,27,0.037,552,0.763,29,0.04,108,0.149,7,0.01,95,0.131,4,0.006,444,61.40%,41.60%
29Q181,P.S. 181 Brookfield,2019-20,322,30,50,39,50,45,48,60,0,0,0,0,0,0,0,155,0.481,167,0.519,13,0.04,240,0.745,48,0.149,18,0.056,3,0.009,90,0.28,14,0.043,225,69.90%,66.30%
29Q192,I.S. 192 The Linden,2019-20,469,0,0,0,0,0,0,0,144,138,187,0,0,0,0,223,0.475,246,0.525,24,0.051,360,0.768,56,0.119,27,0.058,2,0.004,112,0.239,33,0.07,342,72.90%,66.10%
29Q195,P.S. 195 William Haberle,2019-20,468,45,63,66,73,73,78,70,0,0,0,0,0,0,0,232,0.496,236,0.504,13,0.028,412,0.88,37,0.079,4,0.009,2,0.004,70,0.15,15,0.032,371,79.30%,60.80%
29Q208,P.S./I.S. 208,2019-20,742,0,63,63,71,66,84,88,117,94,96,0,0,0,0,367,0.495,375,0.505,60,0.081,534,0.72,102,0.137,36,0.049,10,0.013,146,0.197,13,0.018,305,41.10%,37.10%
29Q238,I.S. 238 - Susan B. Anthony Academy,2019-20,"1,245",0,0,0,0,0,0,0,388,415,442,0,0,0,0,615,0.494,630,0.506,384,0.308,406,0.326,361,0.29,77,0.062,17,0.014,186,0.149,216,0.173,1040,83.50%,74.10%
29Q243,Institute for Health Professions at Cambria Height,2019-20,449,0,0,0,0,0,0,0,0,0,0,140,106,100,103,296,0.659,153,0.341,37,0.082,314,0.699,73,0.163,18,0.04,7,0.016,48,0.107,46,0.102,352,78.40%,68.90%
29Q248,Queens Preparatory Academy,2019-20,277,0,0,0,0,0,0,0,0,0,0,67,62,71,77,117,0.422,160,0.578,7,0.025,231,0.834,23,0.083,13,0.047,3,0.011,43,0.155,29,0.105,221,79.80%,69.40%
29Q251,P.S. 251 Queens,2019-20,334,21,49,41,40,63,64,56,0,0,0,0,0,0,0,159,0.476,175,0.524,23,0.069,248,0.743,43,0.129,14,0.042,6,0.018,71,0.213,13,0.039,236,70.70%,61.20%
29Q259,Pathways College Preparatory School: A College Boa,2019-20,585,0,0,0,0,0,0,0,85,84,77,94,95,78,72,287,0.491,298,0.509,47,0.08,481,0.822,30,0.051,20,0.034,7,0.012,96,0.164,14,0.024,433,74.00%,53.50%
29Q265,Excelsior Preparatory High School,2019-20,422,0,0,0,0,0,0,0,0,0,0,101,104,91,126,179,0.424,243,0.576,12,0.028,351,0.832,30,0.071,21,0.05,8,0.019,75,0.178,24,0.057,317,75.10%,63.90%
29Q268,P.S./I.S. 268,2019-20,645,0,77,75,80,73,69,67,66,77,61,0,0,0,0,319,0.495,326,0.505,165,0.256,158,0.245,239,0.371,67,0.104,16,0.025,107,0.166,115,0.178,483,74.90%,73.20%
29Q270,The Gordon Parks School,2019-20,758,17,55,52,48,57,90,86,105,129,119,0,0,0,0,385,0.508,373,0.492,3,0.004,714,0.942,26,0.034,13,0.017,2,0.003,129,0.17,3,0.004,657,86.70%,44.20%
29Q272,George Washington Carver High School for the Scien,2019-20,390,0,0,0,0,0,0,0,0,0,0,105,91,80,114,200,0.513,190,0.487,15,0.038,272,0.697,67,0.172,30,0.077,6,0.015,67,0.172,9,0.023,271,69.50%,62.50%
29Q283,Preparatory Academy for Writers: A College Board S,2019-20,557,0,0,0,0,0,0,0,78,69,63,81,75,98,93,297,0.533,260,0.467,16,0.029,480,0.862,47,0.084,8,0.014,6,0.011,88,0.158,23,0.041,399,71.60%,58.00%
29Q289,Queens United Middle School,2019-20,178,0,0,0,0,0,0,0,71,56,51,0,0,0,0,88,0.494,90,0.506,5,0.028,153,0.86,14,0.079,5,0.028,1,0.006,42,0.236,9,0.051,126,70.80%,59.60%
29Q295,P.S./I.S. 295,2019-20,524,17,52,50,64,52,57,45,66,61,60,0,0,0,0,249,0.475,275,0.525,151,0.288,138,0.263,188,0.359,36,0.069,11,0.021,92,0.176,43,0.082,401,76.50%,61.90%
29Q313,Benjamin Franklin High School for Finance & Inform,2019-20,413,0,0,0,0,0,0,0,0,0,0,142,111,87,73,124,0.3,289,0.7,68,0.165,235,0.569,73,0.177,28,0.068,9,0.022,71,0.172,48,0.116,346,83.80%,69.30%
29Q326,Cambria Heights Academy,2019-20,370,0,0,0,0,0,0,0,0,0,0,100,97,94,79,157,0.424,213,0.576,48,0.13,258,0.697,42,0.114,17,0.046,5,0.014,68,0.184,30,0.081,268,72.40%,60.60%
29Q327,Eagle Academy for Young Men III,2019-20,421,0,0,0,0,0,0,0,66,64,67,58,52,59,55,0,0,421,1,5,0.012,379,0.9,12,0.029,20,0.048,5,0.012,100,0.238,3,0.007,302,71.70%,60.40%
29Q355,Collaborative Arts Middle School,2019-20,338,0,0,0,0,0,0,0,118,126,94,0,0,0,0,203,0.601,135,0.399,4,0.012,282,0.834,42,0.124,8,0.024,2,0.006,73,0.216,18,0.053,273,80.80%,66.90%
29Q356,Community Voices Middle School,2019-20,340,0,0,0,0,0,0,0,95,125,120,0,0,0,0,149,0.438,191,0.562,7,0.021,282,0.829,39,0.115,8,0.024,4,0.012,89,0.262,24,0.071,267,78.50%,71.40%
29Q360,P.S. 360,2019-20,271,31,48,52,48,44,48,0,0,0,0,0,0,0,0,146,0.539,125,0.461,1,0.004,256,0.945,12,0.044,2,0.007,0,0,28,0.103,0,0,175,64.60%,46.50%
29Q381,District 29 Pre-K Center,2019-20,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0.454,106,0.546,53,0.273,52,0.268,70,0.361,14,0.072,5,0.026,43,0.222,0,0,126,64.90%,68.20%
29Q492,"Mathematics, Science Research and Technology Magne",2019-20,401,0,0,0,0,0,0,0,0,0,0,126,93,83,99,140,0.349,261,0.651,63,0.157,272,0.678,47,0.117,10,0.025,9,0.022,42,0.105,69,0.172,331,82.50%,75.30%
29Q498,Humanities & Arts Magnet High School,2019-20,372,0,0,0,0,0,0,0,0,0,0,151,101,76,44,201,0.54,171,0.46,15,0.04,280,0.753,49,0.132,20,0.054,8,0.022,62,0.167,38,0.102,304,81.70%,70.90%
30Q002,P.S. 002 Alfred Zimberg,2019-20,533,0,99,81,95,84,83,91,0,0,0,0,0,0,0,246,0.462,287,0.538,113,0.212,17,0.032,193,0.362,10,0.019,200,0.375,103,0.193,80,0.15,379,71.10%,63.90%
30Q010,I.S. 010 Horace Greeley,2019-20,799,0,0,0,0,0,0,0,243,281,275,0,0,0,0,363,0.454,436,0.546,154,0.193,50,0.063,439,0.549,9,0.011,147,0.184,159,0.199,123,0.154,642,80.40%,81.90%
30Q011,P.S. 011 Kathryn Phelan,2019-20,924,18,118,107,113,133,136,166,133,0,0,0,0,0,0,442,0.478,482,0.522,304,0.329,15,0.016,467,0.505,27,0.029,111,0.12,182,0.197,195,0.211,594,64.30%,67.70%
30Q017,P.S. 017 Henry David Thoreau,2019-20,591,54,114,107,73,84,83,76,0,0,0,0,0,0,0,292,0.494,299,0.506,79,0.134,55,0.093,309,0.523,30,0.051,118,0.2,118,0.2,142,0.24,423,71.60%,76.10%
30Q069,P.S. 069 Jackson Heights,2019-20,963,54,127,150,151,149,158,174,0,0,0,0,0,0,0,500,0.519,463,0.481,482,0.501,5,0.005,385,0.4,26,0.027,65,0.067,128,0.133,222,0.231,598,62.10%,64.50%
30Q070,P.S. 070,2019-20,811,83,101,120,129,118,136,124,0,0,0,0,0,0,0,388,0.478,423,0.522,127,0.157,20,0.025,350,0.432,17,0.021,297,0.366,116,0.143,179,0.221,641,79.00%,73.50%
30Q076,P.S. 076 William Hallet,2019-20,421,36,63,60,64,64,67,67,0,0,0,0,0,0,0,210,0.499,211,0.501,34,0.081,122,0.29,211,0.501,7,0.017,47,0.112,136,0.323,60,0.143,340,80.80%,86.50%
30Q078,P.S./I.S. 78Q,2019-20,748,31,87,89,105,84,95,89,76,47,45,0,0,0,0,371,0.496,377,0.504,182,0.243,27,0.036,186,0.249,48,0.064,305,0.408,96,0.128,43,0.057,133,17.80%,20.00%
30Q084,P.S. 084 Steinway,2019-20,258,30,39,46,28,31,44,40,0,0,0,0,0,0,0,136,0.527,122,0.473,18,0.07,11,0.043,93,0.36,3,0.012,133,0.516,42,0.163,20,0.078,130,50.40%,54.90%
30Q085,P.S. 085 Judge Charles Vallone,2019-20,654,64,107,104,101,104,94,80,0,0,0,0,0,0,0,329,0.503,325,0.497,122,0.187,11,0.017,175,0.268,32,0.049,314,0.48,69,0.106,73,0.112,255,39.00%,45.00%
